Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Del Potro J.M.,Baghdatis M.,Del Potro J.M.
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Hajek J.,Tursunov D.,Tursunov D.
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Kukushkin M.,Kamke T.,Kamke T.
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Llodra M.,Tsonga J.W.,Llodra M.
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Montanes A.,Granollers M.,Granollers M.
Dubai Tennis Championships,2013-02-26,ATP500,Outdoor,Hard,1st Round,3,Troicki V.,Djokovic N.,Djokovic N.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Istomin D.,Istomin D.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Sock J.,Sock J.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Blake J.,Gulbis E.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Harrison R.,Munoz-De La Nava D.,Munoz-De La Nava D.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Reynolds B.,Lu Y.H.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Berankis R.,Berankis R.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Cipolla F.,Roger-Vasselin E.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Smyczek T.,Anderson K.,Anderson K.
International Championships,2013-02-26,ATP250,Outdoor,Hard,1st Round,3,Soeda G.,Matosevic M.,Soeda G.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Bedene A.,Nalbandian D.,Bedene A.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Bellucci T.,Kuznetsov An.,Kuznetsov An.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,Wawrinka S.,Fognini F.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Lorenzi P.,Paire B.,Lorenzi P.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Nadal R.,Nadal R.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Veic A.,Ferrer D.,Ferrer D.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,1st Round,3,Zeballos H.,Bolelli S.,Zeballos H.
Abierto Mexicano,2013-02-27,ATP500,Outdoor,Clay,2nd Round,3,Sousa J.,Giraldo S.,Giraldo S.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Davydenko N.,Hanescu V.,Davydenko N.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Devvarman S.,Del Potro J.M.,Del Potro J.M.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Bautista R.,Djokovic N.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Granollers M.,Federer R.,Federer R.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Kamke T.,Berdych T.,Berdych T.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Seppi A.,Rosol L.,Seppi A.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Tursunov D.,Llodra M.,Tursunov D.
Dubai Tennis Championships,2013-02-27,ATP500,Outdoor,Hard,2nd Round,3,Youzhny M.,Brands D.,Brands D.
International Championships,2013-02-27,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Levine J.,Isner J.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Almagro N.,Robredo T.,Almagro N.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Alund M.,Nadal R.,Nadal R.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Bedene A.,Fognini F.,Fognini F.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Ferrer D.,Odesnik W.,Ferrer D.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Kuznetsov An.,Mayer L.,Mayer L.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Lorenzi P.,Andujar P.,Lorenzi P.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,2nd Round,3,Zeballos H.,Gimeno-Traver D.,Zeballos H.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,Quarterfinals,3,Fognini F.,Giraldo S.,Fognini F.
Abierto Mexicano,2013-02-28,ATP500,Outdoor,Clay,Quarterfinals,3,Lorenzi P.,Ferrer D.,Ferrer D.
Dubai Tennis Championships,2013-02-28,ATP500,Outdoor,Hard,Quarterfinals,3,Berdych T.,Tursunov D.,Berdych T.
Dubai Tennis Championships,2013-02-28,ATP500,Outdoor,Hard,Quarterfinals,3,Brands D.,Del Potro J.M.,Del Potro J.M.
Dubai Tennis Championships,2013-02-28,ATP500,Outdoor,Hard,Quarterfinals,3,Federer R.,Davydenko N.,Federer R.
Dubai Tennis Championships,2013-02-28,ATP500,Outdoor,Hard,Quarterfinals,3,Seppi A.,Djokovic N.,Djokovic N.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Donskoy E.,Dodig I.,Dodig I.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Querrey S.,Gulbis E.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Haas T.,Istomin D.,Haas T.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Roger-Vasselin E.,Roger-Vasselin E.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Lu Y.H.,Anderson K.,Anderson K.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Munoz-De La Nava D.,Malisse X.,Munoz-De La Nava D.
International Championships,2013-02-28,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Berankis R.,Berankis R.
Abierto Mexicano,2013-03-01,ATP500,Outdoor,Clay,Quarterfinals,3,Nadal R.,Mayer L.,Nadal R.
Abierto Mexicano,2013-03-01,ATP500,Outdoor,Clay,Quarterfinals,3,Zeballos H.,Almagro N.,Almagro N.
Dubai Tennis Championships,2013-03-01,ATP500,Outdoor,Hard,Semifinals,3,Berdych T.,Federer R.,Berdych T.
Dubai Tennis Championships,2013-03-01,ATP500,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Djokovic N.,Djokovic N.
International Championships,2013-03-01,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Soeda G.,Isner J.
International Championships,2013-03-01,ATP250,Outdoor,Hard,Quarterfinals,3,Berankis R.,Roger-Vasselin E.,Roger-Vasselin E.
International Championships,2013-03-01,ATP250,Outdoor,Hard,Quarterfinals,3,Haas T.,Dodig I.,Haas T.
International Championships,2013-03-01,ATP250,Outdoor,Hard,Quarterfinals,3,Munoz-De La Nava D.,Gulbis E.,Gulbis E.
