Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner
BNP Paribas Masters,2023-10-30,Masters 1000,Indoor,Hard,1st Round,3,Thompson J.,Nishioka Y.,Nishioka Y.
BNP Paribas Masters,2023-10-30,Masters 1000,Indoor,Hard,1st Round,3,Tiafoe F.,Bublik A.,Bublik A.
BNP Paribas Masters,2023-10-30,Masters 1000,Indoor,Hard,1st Round,3,Van Assche L.,Djere L.,Djere L.
BNP Paribas Masters,2023-10-30,Masters 1000,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Mannarino A.,Van De Zandschulp B.
BNP Paribas Masters,2023-10-30,Masters 1000,Indoor,Hard,1st Round,3,Wawrinka S.,Thiem D.,Thiem D.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Altmaier D.,Fils A.,Altmaier D.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Struff J.L.,Auger-Aliassime F.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Bonzi B.,Lajovic D.,Lajovic D.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Cerundolo F.,Monfils G.,Cerundolo F.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Etcheverry T.,Kecmanovic M.,Etcheverry T.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Humbert U.,Humbert U.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Korda S.,Hurkacz H.,Hurkacz H.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Wolf J.J.,Mcdonald M.,Mcdonald M.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,1st Round,3,Zverev A.,Fucsovics M.,Zverev A.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,2nd Round,3,Davidovich Fokina A.,Griekspoor T.,Griekspoor T.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,2nd Round,3,Jarry N.,Bublik A.,Bublik A.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,2nd Round,3,Khachanov K.,Djere L.,Khachanov K.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,2nd Round,3,Nishioka Y.,Rublev A.,Rublev A.
BNP Paribas Masters,2023-10-31,Masters 1000,Indoor,Hard,2nd Round,3,Safiullin R.,Alcaraz C.,Safiullin R.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Tsitsipas S.,Tsitsipas S.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Cerundolo F.,Ruud C.,Cerundolo F.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,De Minaur A.,Lajovic D.,De Minaur A.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Etcheverry T.,Djokovic N.,Djokovic N.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Humbert U.,Zverev A.,Zverev A.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Hurkacz H.,Bautista Agut R.,Hurkacz H.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Mcdonald M.,Sinner J.,Sinner J.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Medvedev D.,Dimitrov G.,Dimitrov G.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Rune H.,Thiem D.,Rune H.
BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Van De Zandschulp B.,Paul T.,Van De Zandschulp B.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Dimitrov G.,Bublik A.,Dimitrov G.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Griekspoor T.,Djokovic N.,Djokovic N.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Hurkacz H.,Cerundolo F.,Hurkacz H.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Khachanov K.,Safiullin R.,Khachanov K.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Rune H.,Altmaier D.,Rune H.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Van De Zandschulp B.,Rublev A.,Rublev A.
BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Zverev A.,Tsitsipas S.,Tsitsipas S.
BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Hurkacz H.,Dimitrov G.,Dimitrov G.
BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Rublev A.,De Minaur A.,Rublev A.
BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Rune H.,Djokovic N.,Djokovic N.
BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Khachanov K.,Tsitsipas S.
BNP Paribas Masters,2023-11-04,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Rublev A.,Djokovic N.
BNP Paribas Masters,2023-11-04,Masters 1000,Indoor,Hard,Semifinals,3,Tsitsipas S.,Dimitrov G.,Dimitrov G.
BNP Paribas Masters,2023-11-05,Masters 1000,Indoor,Hard,The Final,3,Dimitrov G.,Djokovic N.,Djokovic N.
Open de Moselle,2023-11-05,ATP250,Indoor,Hard,1st Round,3,Hanfmann Y.,Barrere G.,Barrere G.
Open de Moselle,2023-11-05,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Cazaux A.,Herbert P.H.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Giron M.,Sonego L.,Sonego L.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Lestienne C.,Hemery C.,Lestienne C.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Martineau M.,Thiem D.,Thiem D.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Mayot H.,Watanuki Y.,Mayot H.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Shevchenko A.,Bourgue M.,Shevchenko A.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Van Assche L.,Van De Zandschulp B.,Van Assche L.
Open de Moselle,2023-11-06,ATP250,Indoor,Hard,1st Round,3,Zapata Miralles B.,Wawrinka S.,Wawrinka S.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Shelbayh A.,Shelbayh A.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Seyboth Wild T.,Fognini F.,Fognini F.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Valkusz M.,Altmaier D.,Valkusz M.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Lestienne C.,Khachanov K.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,2nd Round,3,Mayot H.,Barrere G.,Mayot H.
Open de Moselle,2023-11-07,ATP250,Indoor,Hard,2nd Round,3,Thiem D.,Humbert U.,Humbert U.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Bautista Agut R.,Kecmanovic M.,Bautista Agut R.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,Atmane T.,Fucsovics M.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Harris B.,Huesler M.A.,Harris B.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Hijikata R.,Purcell M.,Purcell M.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Kuzmanov D.,Ilkel C.,Ilkel C.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Lazarov A.,Kotov P.,Kotov P.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Marozsan F.,Piros Z.,Marozsan F.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Marterer M.,Draper J.,Draper J.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Medjedovic H.,O Connell C.,O Connell C.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Ramos-Vinolas A.,Carballes Baena R.,Ramos-Vinolas A.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Rodionov J.,Moreno De Alboran N.,Rodionov J.
Sofia Open,2023-11-07,ATP250,Indoor,Hard,1st Round,3,Sachko V.,Ofner S.,Ofner S.
Open de Moselle,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Fognini F.,Fognini F.
Open de Moselle,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Herbert P.H.,Brouwer G.,Herbert P.H.
Open de Moselle,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Sonego L.,Shelbayh A.,Sonego L.
Open de Moselle,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Valkusz M.,Shevchenko A.,Shevchenko A.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Draper J.,Musetti L.,Draper J.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Harris B.,Struff J.L.,Struff J.L.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Ilkel C.,Purcell M.,Ilkel C.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Marozsan F.,Bautista Agut R.,Marozsan F.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Ofner S.,O Connell C.,Ofner S.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Ramos-Vinolas A.,Mannarino A.,Mannarino A.
Sofia Open,2023-11-08,ATP250,Indoor,Hard,2nd Round,3,Rodionov J.,Fucsovics M.,Fucsovics M.
Open de Moselle,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Fognini F.,Sonego L.,Fognini F.
Open de Moselle,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Herbert P.H.,Van Assche L.,Herbert P.H.
Open de Moselle,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Khachanov K.,Shevchenko A.,Shevchenko A.
Open de Moselle,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Mayot H.,Humbert U.,Humbert U.
Sofia Open,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Draper J.,Ilkel C.,Draper J.
Sofia Open,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Kotov P.,Fucsovics M.,Kotov P.
Sofia Open,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Marozsan F.,Struff J.L.,Struff J.L.
Sofia Open,2023-11-09,ATP250,Indoor,Hard,Quarterfinals,3,Ofner S.,Mannarino A.,Mannarino A.
Open de Moselle,2023-11-10,ATP250,Indoor,Hard,Semifinals,3,Herbert P.H.,Shevchenko A.,Shevchenko A.
Open de Moselle,2023-11-10,ATP250,Indoor,Hard,Semifinals,3,Humbert U.,Fognini F.,Humbert U.
Sofia Open,2023-11-10,ATP250,Indoor,Hard,Semifinals,3,Mannarino A.,Kotov P.,Mannarino A.
Sofia Open,2023-11-10,ATP250,Indoor,Hard,Semifinals,3,Struff J.L.,Draper J.,Draper J.
Open de Moselle,2023-11-11,ATP250,Indoor,Hard,The Final,3,Shevchenko A.,Humbert U.,Humbert U.
Sofia Open,2023-11-11,ATP250,Indoor,Hard,The Final,3,Draper J.,Mannarino A.,Mannarino A.
Masters Cup,2023-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Rune H.,Djokovic N.,Djokovic N.
Masters Cup,2023-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Tsitsipas S.,Sinner J.
Masters Cup,2023-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Rublev A.,Medvedev D.,Medvedev D.
Masters Cup,2023-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Alcaraz C.,Zverev A.
Masters Cup,2023-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Djokovic N.,Sinner J.
Masters Cup,2023-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Zverev A.,Medvedev D.
Masters Cup,2023-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Rublev A.,Alcaraz C.,Alcaraz C.
Masters Cup,2023-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Hurkacz H.,Djokovic N.,Djokovic N.
Masters Cup,2023-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Rune H.,Sinner J.
Masters Cup,2023-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Alcaraz C.,Alcaraz C.
Masters Cup,2023-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Rublev A.,Zverev A.
Masters Cup,2023-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Alcaraz C.,Djokovic N.
Masters Cup,2023-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Medvedev D.,Sinner J.,Sinner J.
Masters Cup,2023-11-19,Masters Cup,Indoor,Hard,The Final,3,Sinner J.,Djokovic N.,Djokovic N.
Brisbane International,2023-12-31,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,O Connell C.,Popyrin A.
Brisbane International,2023-12-31,ATP250,Outdoor,Hard,1st Round,3,Van Assche L.,Shevchenko A.,Shevchenko A.
Brisbane International,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Murray A.,Dimitrov G.
Brisbane International,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,Rune H.,Rune H.
Brisbane International,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Shelton B.,Safiullin R.
Hong Kong Tennis Open,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Ruusuvuori E.,Ruusuvuori E.
Hong Kong Tennis Open,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Shang J.,Shang J.
Hong Kong Tennis Open,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Kotov P.,Borges N.,Kotov P.
Hong Kong Tennis Open,2024-01-01,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Mochizuki S.,Van De Zandschulp B.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Altmaier D.,Tu L.,Altmaier D.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,Machac T.,Machac T.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Arnaldi M.,Arnaldi M.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Klein L.,Baez S.,Klein L.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Hijikata R.,Hijikata R.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Hanfmann Y.,Hanfmann Y.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Thiem D.,Nadal R.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Vukic A.,Thompson J.
Brisbane International,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Duckworth J.,Duckworth J.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Broady L.,Cachin P.,Broady L.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,Kecmanovic M.,Kecmanovic M.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Gojo B.,Fils A.,Fils A.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Huesler M.A.,Sachko V.,Huesler M.A.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Bautista Agut R.,Bautista Agut R.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Ofner S.,Ofner S.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Musetti L.,Wong C.,Musetti L.
Hong Kong Tennis Open,2024-01-02,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Cilic M.,Struff J.L.
Brisbane International,2024-01-03,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Michelsen A.,Humbert U.
Brisbane International,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Arnaldi M.,Klein L.,Arnaldi M.
Brisbane International,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Hanfmann Y.,Duckworth J.,Duckworth J.
Brisbane International,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Popyrin A.,Safiullin R.,Safiullin R.
Brisbane International,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Rune H.,Shevchenko A.,Rune H.
Hong Kong Tennis Open,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Ruusuvuori E.,Ruusuvuori E.
Hong Kong Tennis Open,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Kotov P.,Musetti L.,Kotov P.
Hong Kong Tennis Open,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Kecmanovic M.,Tiafoe F.
Hong Kong Tennis Open,2024-01-03,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Shang J.,Shang J.
Brisbane International,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Altmaier D.,Dimitrov G.
Brisbane International,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Kubler J.,Nadal R.,Nadal R.
Brisbane International,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Machac T.,Hijikata R.,Hijikata R.
Hong Kong Tennis Open,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Cerundolo F.,Bautista Agut R.
Hong Kong Tennis Open,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Huesler M.A.,Fils A.,Fils A.
Hong Kong Tennis Open,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Broady L.,Rublev A.
Hong Kong Tennis Open,2024-01-04,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,Ofner S.,Ofner S.
Brisbane International,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Hijikata R.,Dimitrov G.
Brisbane International,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Duckworth J.,Rune H.,Rune H.
Brisbane International,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Thompson J.,Thompson J.
Brisbane International,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Safiullin R.,Arnaldi M.,Safiullin R.
Hong Kong Tennis Open,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Kotov P.,Ruusuvuori E.,Ruusuvuori E.
Hong Kong Tennis Open,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Ofner S.,Bautista Agut R.,Ofner S.
Hong Kong Tennis Open,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Fils A.,Rublev A.
Hong Kong Tennis Open,2024-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Shang J.,Shang J.
Brisbane International,2024-01-06,ATP250,Outdoor,Hard,Semifinals,3,Rune H.,Safiullin R.,Rune H.
Brisbane International,2024-01-06,ATP250,Outdoor,Hard,Semifinals,3,Thompson J.,Dimitrov G.,Dimitrov G.
Hong Kong Tennis Open,2024-01-06,ATP250,Outdoor,Hard,Semifinals,3,Ofner S.,Ruusuvuori E.,Ruusuvuori E.
Hong Kong Tennis Open,2024-01-06,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Shang J.,Rublev A.
ASB Classic,2024-01-07,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,Vukic A.,Daniel T.
ASB Classic,2024-01-07,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Altmaier D.,Altmaier D.
Brisbane International,2024-01-07,ATP250,Outdoor,Hard,The Final,3,Dimitrov G.,Rune H.,Dimitrov G.
Hong Kong Tennis Open,2024-01-07,ATP250,Outdoor,Hard,The Final,3,Ruusuvuori E.,Rublev A.,Rublev A.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Carballes Baena R.,Carballes Baena R.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Eubanks C.,Van De Zandschulp B.,Van De Zandschulp B.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Monfils G.,Marozsan F.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Borges N.,Borges N.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Bonzi B.,Muller A.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Tabilo A.,Gojo B.,Tabilo A.
ASB Classic,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Van Assche L.,Van Assche L.
Adelaide International,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Arnaldi M.,Zapata Miralles B.,Arnaldi M.
Adelaide International,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Draper J.,Baez S.,Draper J.
Adelaide International,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,Shevchenko A.,Shevchenko A.
Adelaide International,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Mcdonald M.,Kecmanovic M.
Adelaide International,2024-01-08,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Lajovic D.,Lajovic D.
ASB Classic,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Fils A.,Gasquet R.,Fils A.
ASB Classic,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Ofner S.,Shapovalov D.,Ofner S.
ASB Classic,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Pannu K.,Purcell M.,Purcell M.
ASB Classic,2024-01-09,ATP250,Outdoor,Hard,2nd Round,3,Altmaier D.,Auger-Aliassime F.,Altmaier D.
ASB Classic,2024-01-09,ATP250,Outdoor,Hard,2nd Round,3,Cerundolo F.,Muller A.,Muller A.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Seyboth Wild T.,Bolt A.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Mccabe J.,Bublik A.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Diaz Acosta F.,Thompson J.,Thompson J.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Evans D.,Evans D.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,O Connell C.,O Connell C.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Hanfmann Y.,Sonego L.
Adelaide International,2024-01-09,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Lehecka J.,Lehecka J.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Fils A.,Borges N.,Fils A.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Van Assche L.,Norrie C.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Ofner S.,Carballes Baena R.,Carballes Baena R.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Purcell M.,Daniel T.,Daniel T.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Shelton B.,Marozsan F.,Shelton B.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Tabilo A.,Tabilo A.
ASB Classic,2024-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Muller A.,Daniel T.,Daniel T.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Arnaldi M.,Jarry N.,Jarry N.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Bublik A.,Evans D.,Bublik A.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Draper J.,Kecmanovic M.,Draper J.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Lajovic D.,Lehecka J.,Lehecka J.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,O Connell C.,Shevchenko A.,O Connell C.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Bolt A.,Paul T.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,Korda S.,Korda S.
Adelaide International,2024-01-10,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Musetti L.,Musetti L.
ASB Classic,2024-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Shelton B.,Carballes Baena R.,Shelton B.
Adelaide International,2024-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Bublik A.,Musetti L.,Bublik A.
Adelaide International,2024-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Jarry N.,Lehecka J.,Lehecka J.
Adelaide International,2024-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,O Connell C.,Korda S.
Adelaide International,2024-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Draper J.,Draper J.
ASB Classic,2024-01-12,ATP250,Outdoor,Hard,Semifinals,3,Shelton B.,Daniel T.,Daniel T.
ASB Classic,2024-01-12,ATP250,Outdoor,Hard,Semifinals,3,Tabilo A.,Fils A.,Tabilo A.
Adelaide International,2024-01-12,ATP250,Outdoor,Hard,Semifinals,3,Bublik A.,Draper J.,Draper J.
Adelaide International,2024-01-12,ATP250,Outdoor,Hard,Semifinals,3,Lehecka J.,Korda S.,Lehecka J.
ASB Classic,2024-01-13,ATP250,Outdoor,Hard,The Final,3,Daniel T.,Tabilo A.,Tabilo A.
Adelaide International,2024-01-13,ATP250,Outdoor,Hard,The Final,3,Lehecka J.,Draper J.,Lehecka J.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Arnaldi M.,Walton A.,Arnaldi M.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Sweeny D.,Cerundolo F.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,Tiafoe F.,Tiafoe F.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,De Jong J.,Cachin P.,De Jong J.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Diaz Acosta F.,Fritz T.,Fritz T.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Prizmic D.,Djokovic N.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Galan D.E.,Kubler J.,Galan D.E.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,O Connell C.,O Connell C.
